INDEX_small,TAG_small,DATE_small,TIME,LATITUDE N/S_small,LONGITUDE E/W_small,HEIGHT_small,SPEED_small,HEADING_small,INDEX_boat,TAG_boat,DATE_boat,LATITUDE N/S_boat,LONGITUDE E/W_boat,HEIGHT_boat,SPEED_boat,HEADING_boat,INDEX_big,TAG_big,DATE_big,LATITUDE N/S_big,LONGITUDE E/W_big,HEIGHT_big,SPEED_big,HEADING_big,INDEX_totem,TAG_totem,DATE_totem,LATITUDE N/S_totem,LONGITUDE E/W_totem,HEIGHT_totem,SPEED_totem,HEADING_totem
485,T,230605,100215,36.8859288N,76.3168457W,5,0,0,258,T,230605,36.8858256N,76.3169978W,5,0.1,0,363,T,230605,36.8858546N,76.3169140W,4,0,243,364,T,230605,36.8858444N,76.3169176W,5,0,0
486,T,230605,100216,36.8859288N,76.3168457W,5,0.1,0,259,T,230605,36.8858256N,76.3169978W,5,0,0,364,T,230605,36.8858546N,76.3169140W,4,0,243,365,T,230605,36.8858444N,76.3169176W,5,0,0
486,T,230605,100216,36.8859288N,76.3168457W,5,0.1,0,259,T,230605,36.8858256N,76.3169978W,5,0,0,364,T,230605,36.8858546N,76.3169140W,4,0,243,366,T,230605,36.8858444N,76.3169176W,5,0,0
487,T,230605,100217,36.8859288N,76.3168457W,5,0,0,260,T,230605,36.8858256N,76.3169978W,5,0,0,365,T,230605,36.8858546N,76.3169140W,4,0,243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,T,230605,100218,36.8859288N,76.3168457W,5,0,0,261,T,230605,36.8858256N,76.3169978W,5,0,0,366,T,230605,36.8858546N,76.3169140W,4,0,243,367,T,230605,36.8858444N,76.3169176W,5,0,0
489,T,230605,100219,36.8859288N,76.3168457W,5,0.1,0,262,T,230605,36.8858256N,76.3169978W,5,0,0,367,T,230605,36.8858546N,76.3169140W,4,0,243,368,T,230605,36.8858444N,76.3169176W,5,0,0
490,T,230605,100220,36.8859288N,76.3168457W,5,0,0,263,T,230605,36.8858256N,76.3169978W,5,0.1,0,368,T,230605,36.8858546N,76.3169140W,4,0,243,369,T,230605,36.8858444N,76.3169176W,5,0,0
491,T,230605,100221,36.8859288N,76.3168457W,5,0.1,0,264,T,230605,36.8858256N,76.3169978W,5,0,0,369,T,230605,36.8858546N,76.3169140W,4,0,243,370,T,230605,36.8858444N,76.3169176W,5,0.1,0
492,T,230605,100222,36.8859288N,76.3168457W,5,0.1,0,265,T,230605,36.8858256N,76.3169978W,5,0.1,0,370,T,230605,36.8858546N,76.3169140W,4,0,243,371,T,230605,36.8858444N,76.3169176W,5,0,0
493,T,230605,100223,36.8859288N,76.3168457W,5,0.1,0,266,T,230605,36.8858256N,76.3169978W,5,0.3,0,371,T,230605,36.8858546N,76.3169140W,4,0,243,372,T,230605,36.8858444N,76.3169176W,5,0,0
494,T,230605,100224,36.8859288N,76.3168457W,5,0,0,267,T,230605,36.8858256N,76.3169978W,5,0.3,0,372,T,230605,36.8858546N,76.3169140W,4,0,243,373,T,230605,36.8858444N,76.3169176W,5,0,0
495,T,230605,100225,36.8859288N,76.3168457W,5,0,0,268,T,230605,36.8858256N,76.3169978W,5,0,0,373,T,230605,36.8858546N,76.3169140W,4,0,243,374,T,230605,36.8858444N,76.3169176W,5,0,0
496,T,230605,100226,36.8859288N,76.3168457W,5,0.1,0,269,T,230605,36.8858256N,76.3169978W,5,0,0,374,T,230605,36.8858546N,76.3169140W,4,0,243,375,T,230605,36.8858444N,76.3169176W,5,0,0
497,T,230605,100227,36.8859288N,76.3168457W,5,0,0,270,T,230605,36.8858256N,76.3169978W,5,0.1,0,375,T,230605,36.8858546N,76.3169140W,4,0,243,376,T,230605,36.8858444N,76.3169176W,5,0,0
498,T,230605,100228,36.8859288N,76.3168457W,5,0,0,271,T,230605,36.8858256N,76.3169978W,5,0,0,376,T,230605,36.8858546N,76.3169140W,4,0,243,377,T,230605,36.8858444N,76.3169176W,5,0,0
499,T,230605,100229,36.8859288N,76.3168457W,5,0.1,0,272,T,230605,36.8858256N,76.3169978W,5,0.1,0,377,T,230605,36.8858546N,76.3169140W,4,0,243,378,T,230605,36.8858444N,76.3169176W,5,0,0
500,T,230605,100230,36.8859288N,76.3168457W,5,0,0,273,T,230605,36.8858256N,76.3169978W,5,0.1,0,378,T,230605,36.8858546N,76.3169140W,4,0,243,379,T,230605,36.8858444N,76.3169176W,5,0,0
501,T,230605,100231,36.8859288N,76.3168457W,5,0,0,274,T,230605,36.8858256N,76.3169978W,5,0,0,379,T,230605,36.8858546N,76.3169140W,4,0,243,380,T,230605,36.8858444N,76.3169176W,5,0,0
502,T,230605,100232,36.8859288N,76.3168457W,5,0,0,275,T,230605,36.8858256N,76.3169978W,5,0,0,380,T,230605,36.8858546N,76.3169140W,4,0,0,381,T,230605,36.8858444N,76.3169176W,5,0,0
503,T,230605,100233,36.8859288N,76.3168457W,5,0,0,276,T,230605,36.8858256N,76.3169978W,5,0.1,0,381,T,230605,36.8858546N,76.3169140W,4,0,243,382,T,230605,36.8858444N,76.3169176W,5,0,0
504,T,230605,100234,36.8859288N,76.3168457W,5,0,0,277,T,230605,36.8858256N,76.3169978W,5,0,0,382,T,230605,36.8858546N,76.3169140W,4,0,243,383,T,230605,36.8858444N,76.3169176W,5,0,0
505,T,230605,100235,36.8859288N,76.3168457W,5,0.1,0,278,T,230605,36.8858256N,76.3169978W,5,0.1,0,383,T,230605,36.8858546N,76.3169140W,4,0,243,384,T,230605,36.8858444N,76.3169176W,5,0,0
506,T,230605,100236,36.8859288N,76.3168457W,5,0,0,279,T,230605,36.8858256N,76.3169978W,5,0,0,384,T,230605,36.8858546N,76.3169140W,4,0,243,385,T,230605,36.8858444N,76.3169176W,5,0,0
507,T,230605,100237,36.8859288N,76.3168457W,5,0,0,280,T,230605,36.8858256N,76.3169978W,5,0,0,385,T,230605,36.8858546N,76.3169140W,4,0,243,386,T,230605,36.8858444N,76.3169176W,5,0,0
508,T,230605,100238,36.8859288N,76.3168457W,5,0,0,281,T,230605,36.8858256N,76.3169978W,5,0.1,0,386,T,230605,36.8858546N,76.3169140W,4,0.1,243,387,T,230605,36.8858444N,76.3169176W,5,0,0
509,T,230605,100239,36.8859288N,76.3168457W,5,0.1,0,282,T,230605,36.8858256N,76.3169978W,5,0,0,387,T,230605,36.8858546N,76.3169140W,4,0,243,388,T,230605,36.8858444N,76.3169176W,5,0,0
510,T,230605,100240,36.8859288N,76.3168457W,5,0.1,0,283,T,230605,36.8858256N,76.3169978W,5,0.1,0,388,T,230605,36.8858546N,76.3169140W,4,0,243,389,T,230605,36.8858444N,76.3169176W,5,0,0
511,T,230605,100241,36.8859288N,76.3168457W,5,0,0,284,T,230605,36.8858256N,76.3169978W,5,0.5,0,389,T,230605,36.8858546N,76.3169140W,4,0,243,390,T,230605,36.8858444N,76.3169176W,5,0,0
511,T,230605,100241,36.8859288N,76.3168457W,5,0,0,284,T,230605,36.8858256N,76.3169978W,5,0.5,0,390,T,230605,36.8858546N,76.3169140W,4,0,243,390,T,230605,36.8858444N,76.3169176W,5,0,0
512,T,230605,100242,36.8859288N,76.3168457W,5,0,0,285,T,230605,36.8858256N,76.3169978W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,391,T,230605,36.8858444N,76.3169176W,5,0,0
513,T,230605,100242,36.8859288N,76.3168457W,5,0,0,285,T,230605,36.8858256N,76.3169978W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,391,T,230605,36.8858444N,76.3169176W,5,0,0
514,T,230605,100244,36.8859288N,76.3168457W,5,0.1,0,287,T,230605,36.8858256N,76.3169978W,5,0,0,392,T,230605,36.8858546N,76.3169140W,4,0,243,393,T,230605,36.8858444N,76.3169176W,5,0,0
515,T,230605,100245,36.8859288N,76.3168457W,5,0,0,288,T,230605,36.8858256N,76.3169978W,5,0.1,0,393,T,230605,36.8858546N,76.3169140W,4,0.1,243,394,T,230605,36.8858444N,76.3169176W,5,0,0
515,T,230605,100245,36.8859288N,76.3168457W,5,0,0,288,T,230605,36.8858256N,76.3169978W,5,0.1,0,393,T,230605,36.8858546N,76.3169140W,4,0.1,243,395,T,230605,36.8858444N,76.3169176W,5,0,0
516,T,230605,100246,36.8859288N,76.3168457W,5,0.1,0,289,T,230605,36.8858256N,76.3169978W,5,0,0,394,T,230605,36.8858546N,76.3169140W,4,0,243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,T,230605,100247,36.8859288N,76.3168457W,5,0,0,290,T,230605,36.8858256N,76.3169978W,5,0,0,395,T,230605,36.8858546N,76.3169140W,4,0,243,396,T,230605,36.8858444N,76.3169176W,5,0,0
518,T,230605,100248,36.8859288N,76.3168457W,5,0,0,291,T,230605,36.8858256N,76.3169978W,5,0.1,0,396,T,230605,36.8858546N,76.3169140W,4,0,243,397,T,230605,36.8858444N,76.3169176W,5,0,0
519,T,230605,100249,36.8859288N,76.3168457W,5,0,0,292,T,230605,36.8858256N,76.3169978W,4,0.1,0,397,T,230605,36.8858546N,76.3169140W,4,0,243,398,T,230605,36.8858444N,76.3169176W,5,0,0
520,T,230605,100250,36.8859288N,76.3168457W,5,0,0,293,T,230605,36.8858256N,76.3169978W,4,0.3,0,398,T,230605,36.8858546N,76.3169140W,4,0,243,399,T,230605,36.8858444N,76.3169176W,5,0,0
521,T,230605,100251,36.8859288N,76.3168457W,5,0,0,294,T,230605,36.8858256N,76.3169978W,4,0,0,399,T,230605,36.8858546N,76.3169140W,4,0,243,400,T,230605,36.8858444N,76.3169176W,5,0.1,0
522,T,230605,100252,36.8859288N,76.3168457W,5,0.1,0,295,T,230605,36.8858256N,76.3169978W,4,0.1,0,400,T,230605,36.8858546N,76.3169140W,4,0,243,401,T,230605,36.8858444N,76.3169176W,5,0,0
523,T,230605,100253,36.8859288N,76.3168457W,5,0,0,296,T,230605,36.8858256N,76.3169978W,4,0.1,0,401,T,230605,36.8858546N,76.3169140W,4,0,243,402,T,230605,36.8858444N,76.3169176W,4,0.1,0
524,T,230605,100254,36.8859288N,76.3168457W,5,0,0,297,T,230605,36.8858256N,76.3169978W,5,0,0,402,T,230605,36.8858546N,76.3169140W,4,0,243,403,T,230605,36.8858444N,76.3169176W,5,0,0
525,T,230605,100255,36.8859288N,76.3168457W,5,0,0,298,T,230605,36.8858256N,76.3169978W,5,0.1,0,403,T,230605,36.8858546N,76.3169140W,4,0,243,404,T,230605,36.8858444N,76.3169176W,5,0.1,0
526,T,230605,100256,36.8859288N,76.3168457W,5,0,0,299,T,230605,36.8858256N,76.3169978W,5,0.1,0,404,T,230605,36.8858546N,76.3169140W,4,0,243,405,T,230605,36.8858444N,76.3169176W,5,0,0
527,T,230605,100257,36.8859288N,76.3168457W,5,0,0,300,T,230605,36.8858256N,76.3169978W,5,0,0,405,T,230605,36.8858546N,76.3169140W,4,0.1,243,406,T,230605,36.8858444N,76.3169176W,5,0,0
528,T,230605,100258,36.8859288N,76.3168457W,5,0,0,301,T,230605,36.8858256N,76.3169978W,5,0.1,0,406,T,230605,36.8858546N,76.3169140W,4,0,243,407,T,230605,36.8858444N,76.3169176W,5,0,0
529,T,230605,100259,36.8859288N,76.3168457W,5,0.3,0,302,T,230605,36.8858256N,76.3169978W,5,0.1,0,407,T,230605,36.8858546N,76.3169140W,4,0,243,408,T,230605,36.8858444N,76.3169176W,5,0.1,0
530,T,230605,100300,36.8859288N,76.3168457W,5,0,0,303,T,230605,36.8858256N,76.3169978W,5,0.1,0,408,T,230605,36.8858546N,76.3169140W,4,0.1,243,409,T,230605,36.8858444N,76.3169176W,5,0,0
531,T,230605,100301,36.8859288N,76.3168457W,5,0,0,304,T,230605,36.8858256N,76.3169978W,5,0.1,0,409,T,230605,36.8858546N,76.3169140W,4,0,243,410,T,230605,36.8858444N,76.3169176W,5,0.1,0
532,T,230605,100302,36.8859288N,76.3168457W,5,0,0,305,T,230605,36.8858256N,76.3169978W,5,0,0,410,T,230605,36.8858546N,76.3169140W,4,0,243,411,T,230605,36.8858444N,76.3169176W,5,0,0
533,T,230605,100303,36.8859288N,76.3168457W,5,0,0,306,T,230605,36.8858256N,76.3169978W,5,0.1,0,411,T,230605,36.8858546N,76.3169140W,4,0,243,412,T,230605,36.8858444N,76.3169176W,5,0,0
534,T,230605,100304,36.8859288N,76.3168457W,5,0,0,307,T,230605,36.8858256N,76.3169978W,5,0.1,0,412,T,230605,36.8858546N,76.3169140W,4,0,243,413,T,230605,36.8858444N,76.3169176W,5,0,0
535,T,230605,100305,36.8859288N,76.3168457W,5,0,0,308,T,230605,36.8858256N,76.3169978W,5,0.3,0,413,T,230605,36.8858546N,76.3169140W,4,0,243,414,T,230605,36.8858444N,76.3169176W,5,0,0
536,T,230605,100306,36.8859288N,76.3168457W,5,0,0,309,T,230605,36.8858256N,76.3169978W,5,0,0,414,T,230605,36.8858546N,76.3169140W,4,0.1,243,415,T,230605,36.8858444N,76.3169176W,5,0,0
537,T,230605,100307,36.8859288N,76.3168457W,5,0,0,310,T,230605,36.8858256N,76.3169978W,5,0.1,0,415,T,230605,36.8858546N,76.3169140W,4,0,243,416,T,230605,36.8858444N,76.3169176W,5,0,0
538,T,230605,100308,36.8859288N,76.3168457W,5,0.1,0,311,T,230605,36.8858256N,76.3169978W,5,0.3,0,416,T,230605,36.8858546N,76.3169140W,4,0,243,417,T,230605,36.8858444N,76.3169176W,5,0,0
539,T,230605,100309,36.8859288N,76.3168457W,5,0.3,0,312,T,230605,36.8858256N,76.3169978W,5,0,0,417,T,230605,36.8858546N,76.3169140W,4,0,243,418,T,230605,36.8858444N,76.3169176W,5,0,0
540,T,230605,100310,36.8859288N,76.3168457W,5,0.1,0,313,T,230605,36.8858256N,76.3169978W,5,0,0,418,T,230605,36.8858546N,76.3169140W,4,0,243,419,T,230605,36.8858444N,76.3169176W,5,0,0
541,T,230605,100311,36.8859288N,76.3168457W,5,0,0,314,T,230605,36.8858256N,76.3169978W,5,0.3,0,419,T,230605,36.8858546N,76.3169140W,4,0,243,420,T,230605,36.8858444N,76.3169176W,5,0,0
542,T,230605,100311,36.8859288N,76.3168457W,5,0,0,314,T,230605,36.8858256N,76.3169978W,5,0.3,0,419,T,230605,36.8858546N,76.3169140W,4,0,243,420,T,230605,36.8858444N,76.3169176W,5,0,0
543,T,230605,100313,36.8859288N,76.3168457W,5,0.1,0,316,T,230605,36.8858256N,76.3169978W,5,0,0,421,T,230605,36.8858546N,76.3169140W,4,0,243,422,T,230605,36.8858444N,76.3169176W,5,0,0
544,T,230605,100314,36.8859288N,76.3168457W,5,0.1,0,317,T,230605,36.8858256N,76.3169978W,5,0.3,0,422,T,230605,36.8858546N,76.3169140W,4,0.1,243,423,T,230605,36.8858444N,76.3169176W,5,0,0
545,T,230605,100315,36.8859288N,76.3168457W,5,0.1,0,318,T,230605,36.8858256N,76.3169978W,5,0.3,0,423,T,230605,36.8858546N,76.3169140W,4,0,243,424,T,230605,36.8858444N,76.3169176W,5,0,0
546,T,230605,100316,36.8859288N,76.3168457W,5,0.1,0,319,T,230605,36.8858256N,76.3169978W,5,0,0,424,T,230605,36.8858546N,76.3169140W,4,0,243,425,T,230605,36.8858444N,76.3169176W,5,0,0
547,T,230605,100317,36.8859288N,76.3168457W,5,0.1,0,320,T,230605,36.8858256N,76.3169978W,5,0.1,0,425,T,230605,36.8858546N,76.3169140W,4,0.1,243,426,T,230605,36.8858444N,76.3169176W,5,0,0
548,T,230605,100318,36.8859288N,76.3168457W,5,0,0,321,T,230605,36.8858256N,76.3169978W,5,0,0,426,T,230605,36.8858546N,76.3169140W,4,0,243,427,T,230605,36.8858444N,76.3169176W,5,0,0
549,T,230605,100319,36.8859288N,76.3168457W,5,0.1,0,322,T,230605,36.8858256N,76.3169978W,5,0.1,0,427,T,230605,36.8858546N,76.3169140W,4,0.1,243,428,T,230605,36.8858444N,76.3169176W,5,0,0
550,T,230605,100320,36.8859288N,76.3168457W,5,0,0,323,T,230605,36.8858256N,76.3169978W,5,0.1,0,428,T,230605,36.8858546N,76.3169140W,4,0,243,429,T,230605,36.8858444N,76.3169176W,5,0,0
551,T,230605,100321,36.8859288N,76.3168457W,5,0,0,324,T,230605,36.8858256N,76.3169978W,5,0.1,0,429,T,230605,36.8858546N,76.3169140W,4,0,243,430,T,230605,36.8858444N,76.3169176W,5,0,0
552,T,230605,100322,36.8859288N,76.3168457W,5,0.1,0,325,T,230605,36.8858256N,76.3169978W,5,0.1,0,430,T,230605,36.8858546N,76.3169140W,4,0.1,243,431,T,230605,36.8858444N,76.3169176W,5,0,0
553,T,230605,100323,36.8859288N,76.3168457W,5,0.1,0,326,T,230605,36.8858256N,76.3169978W,5,0.1,0,431,T,230605,36.8858546N,76.3169140W,4,0,243,432,T,230605,36.8858444N,76.3169176W,5,0,0
554,T,230605,100324,36.8859288N,76.3168457W,5,0.1,0,327,T,230605,36.8858256N,76.3169978W,5,0,0,432,T,230605,36.8858546N,76.3169140W,4,0.1,243,433,T,230605,36.8858444N,76.3169176W,5,0,0
555,T,230605,100325,36.8859288N,76.3168457W,5,0.1,0,328,T,230605,36.8858256N,76.3169978W,4,0,0,433,T,230605,36.8858546N,76.3169140W,4,0,243,434,T,230605,36.8858444N,76.3169176W,5,0,0
556,T,230605,100326,36.8859288N,76.3168457W,5,0.1,0,329,T,230605,36.8858256N,76.3169978W,4,0.1,0,434,T,230605,36.8858546N,76.3169140W,4,0,243,435,T,230605,36.8858444N,76.3169176W,5,0,0
557,T,230605,100327,36.8859288N,76.3168457W,5,0,0,330,T,230605,36.8858256N,76.3169978W,4,0,0,435,T,230605,36.8858546N,76.3169140W,4,0.1,243,436,T,230605,36.8858444N,76.3169176W,5,0,0
558,T,230605,100328,36.8859288N,76.3168457W,5,0.1,0,331,T,230605,36.8858256N,76.3169978W,4,0,0,436,T,230605,36.8858546N,76.3169140W,4,0,243,437,T,230605,36.8858444N,76.3169176W,5,0,0
559,T,230605,100329,36.8859288N,76.3168457W,5,0,0,332,T,230605,36.8858256N,76.3169978W,4,0.1,0,437,T,230605,36.8858546N,76.3169140W,4,0,243,438,T,230605,36.8858444N,76.3169176W,5,0,0
560,T,230605,100330,36.8859288N,76.3168457W,5,0.1,0,333,T,230605,36.8858256N,76.3169978W,5,0.3,0,438,T,230605,36.8858546N,76.3169140W,4,0.1,243,439,T,230605,36.8858444N,76.3169176W,5,0,0
561,T,230605,100331,36.8859288N,76.3168457W,5,0.1,0,334,T,230605,36.8858256N,76.3169978W,5,0.1,0,439,T,230605,36.8858546N,76.3169140W,4,0,243,440,T,230605,36.8858444N,76.3169176W,5,0,0
562,T,230605,100332,36.8859288N,76.3168457W,5,0,0,335,T,230605,36.8858256N,76.3169978W,5,0.1,0,440,T,230605,36.8858546N,76.3169140W,4,0,243,441,T,230605,36.8858444N,76.3169176W,5,0,0
563,T,230605,100333,36.8859288N,76.3168457W,5,0,0,336,T,230605,36.8858256N,76.3169978W,5,0.1,0,441,T,230605,36.8858546N,76.3169140W,4,0.1,243,442,T,230605,36.8858444N,76.3169176W,5,0,0
564,T,230605,100334,36.8859288N,76.3168457W,5,0.1,0,337,T,230605,36.8858256N,76.3169978W,5,0.1,0,442,T,230605,36.8858546N,76.3169140W,4,0,243,443,T,230605,36.8858444N,76.3169176W,5,0,0
565,T,230605,100335,36.8859288N,76.3168457W,5,0.1,0,338,T,230605,36.8858256N,76.3169978W,5,0.1,0,443,T,230605,36.8858546N,76.3169140W,4,0,243,444,T,230605,36.8858444N,76.3169176W,5,1.2,74
566,T,230605,100336,36.8859288N,76.3168457W,5,0,0,339,T,230605,36.8858256N,76.3169978W,5,0,0,444,T,230605,36.8858546N,76.3169140W,4,0.1,243,445,T,230605,36.8858438N,76.3169150W,5,1.8,46
567,T,230605,100337,36.8859288N,76.3168457W,5,0,0,340,T,230605,36.8858256N,76.3169978W,5,0,0,445,T,230605,36.8858546N,76.3169140W,4,0,243,446,T,230605,36.8858433N,76.3169124W,4,0.9,0
568,T,230605,100338,36.8859288N,76.3168457W,5,0,0,341,T,230605,36.8858256N,76.3169978W,5,0.1,0,446,T,230605,36.8858546N,-96.4026519W,4,0,243,447,T,230605,36.8858428N,76.3169097W,5,0,0
569,T,230605,100339,36.8859288N,76.3168457W,5,0,0,342,T,230605,36.8858256N,76.3169978W,5,0,0,447,T,230605,36.8858546N,76.3169140W,4,0,243,448,T,230605,36.8858428N,76.3169097W,5,0,0
570,T,230605,100340,36.8859288N,76.3168457W,5,0,0,343,T,230605,36.8858256N,76.3169978W,5,0,0,448,T,230605,36.8858546N,76.3169140W,4,0,243,449,T,230605,36.8858428N,76.3169097W,5,0,0
571,T,230605,100340,36.8859288N,76.3168457W,5,0,0,343,T,230605,36.8858256N,76.3169978W,5,0,0,448,T,230605,36.8858546N,76.3169140W,4,0,243,449,T,230605,36.8858428N,76.3169097W,5,0,0
572,T,230605,100342,36.8859288N,76.3168457W,5,0.1,0,345,T,230605,36.8858256N,76.3169978W,5,0,0,450,T,230605,36.8858546N,76.3169140W,4,0,243,451,T,230605,36.8858428N,76.3169097W,4,0,0
573,T,230605,100343,36.8859288N,76.3168457W,5,0,0,346,T,230605,36.8858256N,76.3169978W,5,0.1,0,451,T,230605,36.8858546N,76.3169140W,4,0,243,452,T,230605,36.8858428N,76.3169097W,4,0,0
574,T,230605,100344,36.8859288N,76.3168457W,5,0,0,347,T,230605,36.8858256N,76.3169978W,5,0.1,0,452,T,230605,36.8858546N,76.3169140W,4,0,243,453,T,230605,36.8858428N,76.3169097W,4,0,0
575,T,230605,100345,36.8859288N,76.3168457W,5,0,0,348,T,230605,36.8858256N,76.3169978W,5,0.1,0,453,T,230605,36.8858546N,76.3169140W,4,0,243,454,T,230605,36.8858428N,76.3169097W,4,0,0
576,T,230605,100346,36.8859288N,76.3168457W,5,0.1,0,349,T,230605,36.8858256N,76.3169978W,5,0,0,454,T,230605,36.8858546N,76.3169140W,4,0,243,455,T,230605,36.8858428N,76.3169097W,4,0,0
577,T,230605,100347,36.8859288N,76.3168457W,5,0.1,0,350,T,230605,36.8858256N,76.3169978W,5,0,0,455,T,230605,36.8858546N,76.3169140W,4,0,243,456,T,230605,36.8858428N,76.3169097W,4,0,0
578,T,230605,100348,36.8859288N,76.3168457W,5,0.1,0,351,T,230605,36.8858256N,76.3169978W,5,0,0,456,T,230605,36.8858546N,76.3169140W,4,0.1,243,457,T,230605,36.8858428N,76.3169097W,4,0,0
579,T,230605,100349,36.8859288N,76.3168457W,5,0,0,352,T,230605,36.8858256N,76.3169978W,5,0,0,457,T,230605,36.8858546N,76.3169140W,4,0,243,458,T,230605,36.8858428N,76.3169097W,4,0,0
580,T,230605,100350,36.8859288N,76.3168457W,5,0,0,353,T,230605,36.8858256N,76.3169978W,5,0.1,0,458,T,230605,36.8858546N,76.3169140W,4,0,243,459,T,230605,36.8858428N,76.3169097W,4,0,0
581,T,230605,100351,36.8859288N,76.3168457W,5,0.1,0,354,T,230605,36.8858256N,76.3169978W,5,0.1,0,459,T,230605,36.8858546N,76.3169140W,4,0,243,460,T,230605,36.8858428N,76.3169097W,4,0,0
582,T,230605,100352,36.8859288N,76.3168457W,5,0,0,355,T,230605,36.8858256N,76.3169978W,5,0,0,460,T,230605,36.8858546N,76.3169140W,4,0,243,461,T,230605,36.8858428N,76.3169097W,4,0,0
583,T,230605,100353,36.8859288N,76.3168457W,5,0,0,356,T,230605,36.8858256N,76.3169978W,5,0,0,461,T,230605,36.8858546N,76.3169140W,4,0,243,462,T,230605,36.8858428N,76.3169097W,4,0,0
584,T,230605,100354,36.8859288N,76.3168457W,5,0,0,357,T,230605,36.8858256N,76.3169978W,5,0,0,462,T,230605,36.8858546N,76.3169140W,4,0,243,463,T,230605,36.8858428N,76.3169097W,4,0,0
585,T,230605,100355,36.8859288N,76.3168457W,5,0,0,358,T,230605,36.8858256N,76.3169978W,5,0.1,0,463,T,230605,36.8858546N,76.3169140W,4,0,243,464,T,230605,36.8858428N,76.3169097W,4,0,0
586,T,230605,100356,36.8859288N,76.3168457W,5,0,0,359,T,230605,36.8858256N,76.3169978W,5,0.1,0,464,T,230605,36.8858546N,76.3169140W,4,0,243,465,T,230605,36.8858428N,76.3169097W,4,0,0
587,T,230605,100357,36.8859288N,76.3168457W,5,0,0,360,T,230605,36.8858256N,76.3169978W,5,0,0,465,T,230605,36.8858546N,76.3169140W,4,0,243,466,T,230605,36.8858428N,76.3169097W,4,0,0
588,T,230605,100358,36.8859288N,76.3168457W,5,0,0,361,T,230605,36.8858256N,76.3169978W,5,0,0,466,T,230605,36.8858546N,76.3169140W,4,0,243,467,T,230605,36.8858428N,76.3169097W,4,0,0
589,T,230605,100359,36.8859288N,76.3168457W,5,0,0,362,T,230605,36.8858256N,76.3169978W,5,0.1,0,467,T,230605,36.8858546N,76.3169140W,4,0,243,468,T,230605,36.8858428N,76.3169097W,4,0,0
590,T,230605,100400,36.8859288N,76.3168457W,5,0,0,363,T,230605,36.8858256N,76.3169978W,5,0.1,0,468,T,230605,36.8858546N,76.3169140W,4,0,243,469,T,230605,36.8858428N,76.3169097W,4,0,0
591,T,230605,100401,36.8859288N,76.3168457W,5,0,0,364,T,230605,36.8858256N,76.3169978W,5,0,0,469,T,230605,36.8858546N,76.3169140W,4,0,243,470,T,230605,36.8858428N,76.3169097W,4,0,0
592,T,230605,100402,36.8859288N,76.3168457W,5,0.1,0,365,T,230605,36.8858256N,76.3169978W,5,0,0,470,T,230605,36.8858546N,76.3169140W,4,0,243,471,T,230605,36.8858428N,76.3169097W,4,0,0
593,T,230605,100403,36.8859288N,76.3168457W,5,0,0,366,T,230605,36.8858256N,76.3169978W,5,0.1,0,471,T,230605,36.8858546N,76.3169140W,4,0.1,243,472,T,230605,36.8858428N,76.3169097W,4,0.1,0
594,T,230605,100404,36.8859288N,76.3168457W,5,0,0,367,T,230605,36.8858256N,76.3169978W,5,0.1,0,472,T,230605,36.8858546N,76.3169140W,4,0,243,473,T,230605,36.8858428N,76.3169097W,4,0,0
595,T,230605,100405,36.8859288N,76.3168457W,5,0,0,368,T,230605,36.8858256N,76.3169978W,5,0.5,0,473,T,230605,36.8858546N,76.3169140W,4,0,243,474,T,230605,36.8858428N,76.3169097W,4,0,0
596,T,230605,100406,36.8859288N,76.3168457W,5,0,0,369,T,230605,36.8858256N,76.3169978W,4,0.3,0,474,T,230605,36.8858546N,76.3169140W,4,0,243,475,T,230605,36.8858428N,76.3169097W,4,0,0
597,T,230605,100407,36.8859288N,76.3168457W,5,0.1,0,370,T,230605,36.8858256N,76.3169978W,4,0.1,0,475,T,230605,36.8858546N,76.3169140W,4,0.1,243,476,T,230605,36.8858428N,76.3169097W,4,0,0
598,T,230605,100408,36.8859288N,76.3168457W,5,0.1,0,371,T,230605,36.8858256N,76.3169978W,4,0.1,0,476,T,230605,36.8858546N,76.3169140W,4,0,243,477,T,230605,36.8858428N,76.3169097W,4,0,0
599,T,230605,100409,36.8859288N,76.3168457W,5,0,0,372,T,230605,36.8858256N,76.3169978W,4,0.3,0,477,T,230605,36.8858546N,76.3169140W,4,0,243,478,T,230605,36.8858428N,76.3169097W,4,0,0
600,T,230605,100410,36.8859288N,76.3168457W,5,0.1,0,373,T,230605,36.8858256N,76.3169978W,4,0,0,478,T,230605,36.8858546N,76.3169140W,4,0,243,479,T,230605,36.8858428N,76.3169097W,4,0,0
601,T,230605,100411,36.8859288N,76.3168457W,5,0.1,0,374,T,230605,36.8858256N,76.3169978W,4,0,0,479,T,230605,36.8858546N,76.3169140W,4,0,243,480,T,230605,36.8858428N,76.3169097W,4,0.1,0
